曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债中短期票据收益率曲线(AAA)	2013-06-27	5.5548	5.2665	5.0951	4.7070	4.8253	4.9687	5.1766
中债国债收益率曲线	2013-06-26	4.5697	3.9337	3.5738	3.3220	3.3611	3.4532	3.5500	4.1325
中债商业银行普通债收益率曲线(AAA)	2013-06-26	5.7544	5.5716	5.0455	4.6160	4.6469	4.7174	4.9151	5.5411
中债中短期票据收益率曲线(AAA)	2013-06-26	5.8698	5.6855	5.1989	4.8140	4.8764	4.9787	5.2016
中债国债收益率曲线	2013-06-25	4.8151	4.3744	3.6504	3.4617	3.5108	3.5555	3.5999	4.1388
中债商业银行普通债收益率曲线(AAA)	2013-06-25	5.9753	5.8658	5.2896	4.7160	4.7651	4.7823	4.9505	5.5475
中债中短期票据收益率曲线(AAA)	2013-06-25	6.0907	5.9813	5.4530	4.9140	5.0076	5.0436	5.2370
中债国债收益率曲线	2013-06-24	5.0132	4.3744	3.6504	3.5500	3.5397	3.5691	3.5999	4.1388
中债商业银行普通债收益率曲线(AAA)	2013-06-24	6.0253	5.9181	5.2700	4.7160	4.7651	4.7723	4.9505	5.5475
中债中短期票据收益率曲线(AAA)	2013-06-24	6.1407	6.0363	5.4334	4.9140	5.0076	5.0336	5.2370
中债国债收益率曲线	2013-06-21	5.1132	4.1744	3.6106	3.5992	3.5797	3.5991	3.6014	4.1389
中债商业银行普通债收益率曲线(AAA)	2013-06-21	5.9206	5.7681	5.0350	4.6637	4.6769	4.7703	4.9514	5.5476
中债中短期票据收益率曲线(AAA)	2013-06-21	6.0351	5.8863	5.1984	4.8617	4.9200	5.0316	5.2379
中债国债收益率曲线	2013-06-20	5.0132	4.1903	3.5606	3.6054	3.6209	3.6259	3.7016	4.1514
中债商业银行普通债收益率曲线(AAA)	2013-06-20	5.9024	5.7681	5.0164	4.6126	4.6269	4.7603	4.9614	5.5451
中债中短期票据收益率曲线(AAA)	2013-06-20	6.0269	5.8863	5.1797	4.8106	4.8700	5.0216	5.2479
中债国债收益率曲线	2013-06-19	3.3932	3.3826	3.2606	3.3597	3.3809	3.4906	3.5516	4.1327
中债商业银行普通债收益率曲线(AAA)	2013-06-19	5.0959	4.8588	4.5513	4.4315	4.5269	4.6603	4.8614	5.5263
中债中短期票据收益率曲线(AAA)	2013-06-19	5.2204	4.9770	4.7146	4.6295	4.7700	4.9216	5.1479
中债国债收益率曲线	2013-06-18	3.2111	3.2440	3.1509	3.2599	3.3015	3.4305	3.4818	4.1239
中债商业银行普通债收益率曲线(AAA)	2013-06-18	4.7959	4.5779	4.4265	4.3587	4.4969	4.6403	4.8559	5.5176
中债中短期票据收益率曲线(AAA)	2013-06-18	4.9204	4.7262	4.5898	4.5567	4.7400	4.8916	5.1324
中债国债收益率曲线	2013-06-17	3.0611	3.1425	3.1000	3.2103	3.2814	3.4150	3.4785	4.1237
中债商业银行普通债收益率曲线(AAA)	2013-06-17	4.6567	4.4879	4.3091	4.3546	4.4805	4.6503	4.8559	5.5174
中债中短期票据收益率曲线(AAA)	2013-06-17	4.7607	4.6362	4.4724	4.5526	4.7436	4.9016	5.1307
中债国债收益率曲线	2013-06-14	3.0983	3.1867	3.1024	3.2002	3.2750	3.4116	3.4689	4.1225
中债商业银行普通债收益率曲线(AAA)	2013-06-14	4.5308	4.3814	4.2060	4.3169	4.4323	4.6703	4.8425	5.5162
中债中短期票据收益率曲线(AAA)	2013-06-14	4.6550	4.5088	4.3566	4.5218	4.7005	4.9216	5.1211
中债国债收益率曲线	2013-06-13	3.3482	3.1738	3.0859	3.1401	3.2567	3.3916	3.4591	4.1221
中债商业银行普通债收益率曲线(AAA)	2013-06-13	4.5008	4.3363	4.2032	4.2763	4.3739	4.6903	4.8225	5.5158
中债中短期票据收益率曲线(AAA)	2013-06-13	4.6324	4.4649	4.3538	4.4612	4.6461	4.9416	5.1011
中债国债收益率曲线	2013-06-09	3.0903	3.1738	3.0844	3.1100	3.2205	3.3715	3.4491	4.1209
中债商业银行普通债收益率曲线(AAA)	2013-06-09	4.2388	4.2020	4.1368	4.2482	4.3279	4.6836	4.8126	5.5145
中债中短期票据收益率曲线(AAA)	2013-06-09	4.3704	4.3306	4.2874	4.3931	4.6061	4.9349	5.0961
中债国债收益率曲线	2013-06-08	3.2006	3.1738	3.1007	3.1648	3.2353	3.4205	3.4822	4.1237
中债商业银行普通债收益率曲线(AAA)	2013-06-08	4.3652	4.2636	4.1896	4.2492	4.3252	4.6986	4.8273	5.5191
中债中短期票据收益率曲线(AAA)	2013-06-08	4.4957	4.3933	4.3202	4.3941	4.6030	4.9499	5.1145
中债国债收益率曲线	2013-06-07	3.1058	3.0715	3.0309	3.1386	3.2286	3.4202	3.4822	4.1237
中债商业银行普通债收益率曲线(AAA)	2013-06-07	4.3458	4.2051	4.1329	4.2252	4.3252	4.6961	4.8273	5.5191
中债中短期票据收益率曲线(AAA)	2013-06-07	4.4767	4.3348	4.2635	4.3701	4.6030	4.9474	5.1145
中债国债收益率曲线	2013-06-06	2.9344	2.9461	2.9362	3.1111	3.2097	3.4003	3.4651	4.1221
中债商业银行普通债收益率曲线(AAA)	2013-06-06	4.1172	4.1021	4.0271	4.2034	4.3152	4.6761	4.8141	5.5175
中债中短期票据收益率曲线(AAA)	2013-06-06	4.2481	4.2318	4.1589	4.3470	4.5930	4.9374	5.1013
中债国债收益率曲线	2013-06-05	2.8506	2.8664	2.9112	3.0917	3.1897	3.3903	3.4615	4.1216
中债商业银行普通债收益率曲线(AAA)	2013-06-05	3.8825	3.9029	3.8775	4.1817	4.2900	4.6688	4.8041	5.5170
中债中短期票据收益率曲线(AAA)	2013-06-05	4.0098	4.0326	4.0093	4.3240	4.5678	4.9301	5.0913
中债国债收益率曲线	2013-06-04	2.7821	2.8287	2.8812	3.0822	3.1763	3.3750	3.4603	4.1214
中债商业银行普通债收益率曲线(AAA)	2013-06-04	3.8500	3.8542	3.8799	4.1663	4.2892	4.6599	4.8028	5.5168
中债中短期票据收益率曲线(AAA)	2013-06-04	3.9773	3.9840	4.0117	4.3086	4.5670	4.9212	5.0900
中债国债收益率曲线	2013-06-03	2.7620	2.8177	2.8714	3.0813	3.1704	3.3651	3.4478	4.1203
中债商业银行普通债收益率曲线(AAA)	2013-06-03	3.7913	3.7933	3.8449	4.1509	4.2851	4.6549	4.8075	5.5157
中债中短期票据收益率曲线(AAA)	2013-06-03	3.9186	3.9231	3.9767	4.2927	4.5629	4.9162	5.0947
中债国债收益率曲线	2013-05-31	2.7771	2.7974	2.8682	3.0607	3.1573	3.3446	3.4399	4.1193
中债商业银行普通债收益率曲线(AAA)	2013-05-31	3.7737	3.7748	3.8403	4.1450	4.2851	4.6649	4.7993	5.5147
中债中短期票据收益率曲线(AAA)	2013-05-31	3.9010	3.9039	3.9722	4.2863	4.5629	4.9262	5.0865
中债国债收益率曲线	2013-05-30	2.7598	2.7975	2.8609	3.0561	3.1468	3.3431	3.4340	4.1186
中债商业银行普通债收益率曲线(AAA)	2013-05-30	3.7506	3.7806	3.8219	4.1400	4.2849	4.6649	4.7993	5.5140
中债中短期票据收益率曲线(AAA)	2013-05-30	3.8752	3.9097	3.9531	4.2813	4.5627	4.9262	5.0865
中债国债收益率曲线	2013-05-29	2.7596	2.7732	2.8610	3.0530	3.1443	3.3455	3.4340	4.1186
中债商业银行普通债收益率曲线(AAA)	2013-05-29	3.7259	3.7794	3.8397	4.1289	4.2849	4.6550	4.8193	5.5140
中债中短期票据收益率曲线(AAA)	2013-05-29	3.8505	3.9080	3.9709	4.2702	4.5749	4.9162	5.1065
中债国债收益率曲线	2013-05-28	2.7594	2.7689	2.8609	3.0560	3.0978	3.3308	3.4206	4.1173
中债商业银行普通债收益率曲线(AAA)	2013-05-28	3.7221	3.7785	3.8397	4.1136	4.2849	4.6677	4.8192	5.5127
中债中短期票据收益率曲线(AAA)	2013-05-28	3.8568	3.9080	3.9633	4.2537	4.5737	4.9289	5.1160
中债国债收益率曲线	2013-05-27	2.7642	2.7750	2.8655	3.0708	3.1169	3.3341	3.4166	4.1173
中债商业银行普通债收益率曲线(AAA)	2013-05-27	3.7488	3.7634	3.8351	4.1304	4.2614	4.6824	4.8192	5.5122
中债中短期票据收益率曲线(AAA)	2013-05-27	3.8835	3.8929	3.9587	4.2693	4.5502	4.9437	5.1220
中债国债收益率曲线	2013-05-24	2.7653	2.7820	2.8673	3.0750	3.1288	3.3360	3.4181	4.1177
中债商业银行普通债收益率曲线(AAA)	2013-05-24	3.7358	3.7675	3.8326	4.1306	4.2814	4.6947	4.8392	5.5126
中债中短期票据收益率曲线(AAA)	2013-05-24	3.8705	3.8970	3.9562	4.2695	4.5702	4.9560	5.1221
中债国债收益率曲线	2013-05-23	2.7674	2.7817	2.8649	3.0772	3.1288	3.3380	3.4130	4.1177
中债商业银行普通债收益率曲线(AAA)	2013-05-23	3.7358	3.7625	3.8295	4.1351	4.3014	4.7067	4.8485	5.5121
中债中短期票据收益率曲线(AAA)	2013-05-23	3.8781	3.8920	3.9531	4.2745	4.5802	4.9680	5.1314
中债国债收益率曲线	2013-05-22	2.7672	2.7793	2.8714	3.0809	3.1445	3.3400	3.4153	4.1177
中债商业银行普通债收益率曲线(AAA)	2013-05-22	3.7338	3.7400	3.8144	4.1335	4.3454	4.7318	4.8608	5.5121
中债中短期票据收益率曲线(AAA)	2013-05-22	3.8740	3.8695	3.9401	4.2733	4.6242	4.9930	5.1437
中债国债收益率曲线	2013-05-21	2.7719	2.7925	2.8812	3.0831	3.1436	3.3451	3.4253	4.1277
中债商业银行普通债收益率曲线(AAA)	2013-05-21	3.7403	3.7439	3.8211	4.1503	4.3254	4.7439	4.8608	5.5221
中债中短期票据收益率曲线(AAA)	2013-05-21	3.8805	3.8734	3.9468	4.2901	4.5942	5.0052	5.1553
中债国债收益率曲线	2013-05-20	2.7618	2.7648	2.8653	3.0761	3.1436	3.3412	3.4253	4.1377
中债商业银行普通债收益率曲线(AAA)	2013-05-20	3.7115	3.7306	3.8087	4.1228	4.3233	4.7403	4.8707	5.5321
中债中短期票据收益率曲线(AAA)	2013-05-20	3.8517	3.8600	3.9344	4.2626	4.5921	5.0016	5.1553
中债国债收益率曲线	2013-05-17	2.7298	2.7498	2.8622	3.0627	3.1436	3.3401	3.4213	4.1477
中债商业银行普通债收益率曲线(AAA)	2013-05-17	3.6851	3.6995	3.7802	4.1070	4.3140	4.7504	4.8507	5.5421
中债中短期票据收益率曲线(AAA)	2013-05-17	3.8053	3.8289	3.9059	4.2468	4.5828	5.0019	5.1353
中债国债收益率曲线	2013-05-16	2.7271	2.7405	2.8459	3.0627	3.1435	3.3250	3.4219	4.1677
中债商业银行普通债收益率曲线(AAA)	2013-05-16	3.6423	3.6790	3.7784	4.1221	4.3138	4.7375	4.8503	5.5621
中债中短期票据收益率曲线(AAA)	2013-05-16	3.7643	3.8087	3.8931	4.2552	4.5826	4.9890	5.1353
中债国债收益率曲线	2013-05-15	2.7220	2.7410	2.8298	3.0601	3.1373	3.3204	3.4218	4.1677
中债商业银行普通债收益率曲线(AAA)	2013-05-15	3.6406	3.6790	3.7657	4.1133	4.3128	4.7325	4.8502	5.5621
中债中短期票据收益率曲线(AAA)	2013-05-15	3.7624	3.8087	3.8804	4.2464	4.5816	4.9840	5.1353
中债国债收益率曲线	2013-05-14	2.6847	2.7287	2.8412	3.0594	3.1016	3.3303	3.4248	4.1677
中债商业银行普通债收益率曲线(AAA)	2013-05-14	3.6393	3.6794	3.7702	4.1266	4.3151	4.7425	4.8551	5.5621
中债中短期票据收益率曲线(AAA)	2013-05-14	3.7610	3.8091	3.8849	4.2607	4.5839	4.9940	5.1357
中债国债收益率曲线	2013-05-13	2.6844	2.7648	2.8416	3.0468	3.0980	3.3328	3.4238	4.1676
中债商业银行普通债收益率曲线(AAA)	2013-05-13	3.6428	3.6818	3.7763	4.1327	4.3333	4.7449	4.8600	5.5612
中债中短期票据收益率曲线(AAA)	2013-05-13	3.7648	3.8115	3.8910	4.2668	4.6021	4.9965	5.1320
中债国债收益率曲线	2013-05-10	2.6612	2.7095	2.8305	3.0375	3.1003	3.3253	3.4212	4.1673
中债商业银行普通债收益率曲线(AAA)	2013-05-10	3.6729	3.6933	3.7958	4.1287	4.3525	4.7637	4.8603	5.5613
中债中短期票据收益率曲线(AAA)	2013-05-10	3.7949	3.8230	3.9105	4.2628	4.6213	5.0153	5.1325
中债国债收益率曲线	2013-05-09	2.6642	2.7403	2.8330	3.0216	3.1232	3.3351	3.4317	4.1685
中债商业银行普通债收益率曲线(AAA)	2013-05-09	3.6788	3.7184	3.8042	4.1396	4.3725	4.7769	4.8652	5.5725
中债中短期票据收益率曲线(AAA)	2013-05-09	3.7895	3.8330	3.9189	4.2737	4.6445	5.0285	5.1374
中债国债收益率曲线	2013-05-08	2.6124	2.7437	2.8329	3.0127	3.1282	3.3551	3.4345	4.1689
中债商业银行普通债收益率曲线(AAA)	2013-05-08	3.6911	3.7209	3.7881	4.1449	4.3961	4.7743	4.8878	5.5729
中债中短期票据收益率曲线(AAA)	2013-05-08	3.8018	3.8355	3.9028	4.2890	4.6681	5.0332	5.1574
中债国债收益率曲线	2013-05-07	2.5902	2.7195	2.8052	2.9970	3.0962	3.3245	3.4261	4.1670
中债商业银行普通债收益率曲线(AAA)	2013-05-07	3.6713	3.6902	3.8010	4.1165	4.3797	4.7625	4.8778	5.5711
中债中短期票据收益率曲线(AAA)	2013-05-07	3.7820	3.8048	3.9157	4.2606	4.6517	5.0215	5.1574
中债国债收益率曲线	2013-05-06	2.5952	2.7139	2.8008	3.0029	3.1470	3.3402	3.4354	4.1673
中债商业银行普通债收益率曲线(AAA)	2013-05-06	3.6882	3.7183	3.8170	4.1369	4.3854	4.7599	4.8703	5.5714
中债中短期票据收益率曲线(AAA)	2013-05-06	3.7989	3.8329	3.9317	4.2809	4.6774	5.0189	5.1647
中债国债收益率曲线	2013-05-03	2.5901	2.6841	2.7759	2.9783	3.1346	3.3302	3.4212	4.1654
中债商业银行普通债收益率曲线(AAA)	2013-05-03	3.6689	3.7369	3.8277	4.1669	4.4080	4.7548	4.8647	5.5695
中债中短期票据收益率曲线(AAA)	2013-05-03	3.7996	3.8515	3.9524	4.3109	4.7000	5.0139	5.1496
中债国债收益率曲线	2013-05-02	2.6134	2.7333	2.7768	2.9801	3.1471	3.3302	3.4119	4.1698
中债商业银行普通债收益率曲线(AAA)	2013-05-02	3.6949	3.7500	3.8608	4.1909	4.4380	4.7548	4.8671	5.5739
中债中短期票据收益率曲线(AAA)	2013-05-02	3.8245	3.8685	3.9855	4.3362	4.7100	5.0139	5.1545
中债国债收益率曲线	2013-04-28	2.6307	2.7405	2.7842	2.9750	3.1329	3.3458	3.4314	4.1722
中债商业银行普通债收益率曲线(AAA)	2013-04-28	3.6979	3.7668	3.8974	4.2067	4.4780	4.7676	4.8772	5.5751
中债中短期票据收益率曲线(AAA)	2013-04-28	3.8300	3.8853	4.0221	4.3532	4.7200	5.0167	5.1646
中债国债收益率曲线	2013-04-27	2.6368	2.7599	2.7905	2.9966	3.1406	3.3452	3.4311	4.1722
中债商业银行普通债收益率曲线(AAA)	2013-04-27	3.7117	3.7764	3.9073	4.2124	4.4651	4.7670	4.8771	5.5751
中债中短期票据收益率曲线(AAA)	2013-04-27	3.8438	3.8949	4.0320	4.3589	4.7071	5.0161	5.1645
中债国债收益率曲线	2013-04-26	2.6417	2.7789	2.8162	3.0080	3.1503	3.3501	3.4313	4.1722
中债商业银行普通债收益率曲线(AAA)	2013-04-26	3.7307	3.7931	3.9172	4.2371	4.4751	4.7819	4.8821	5.5801
中债中短期票据收益率曲线(AAA)	2013-04-26	3.8628	3.9116	4.0419	4.3835	4.7171	5.0210	5.1695
中债国债收益率曲线	2013-04-25	2.6466	2.7776	2.8311	3.0104	3.1953	3.3513	3.4314	4.1672
中债商业银行普通债收益率曲线(AAA)	2013-04-25	3.7623	3.8003	3.9272	4.2617	4.5115	4.7869	4.9021	5.5901
中债中短期票据收益率曲线(AAA)	2013-04-25	3.8778	3.9174	4.0519	4.4081	4.7435	5.0260	5.1895
中债国债收益率曲线	2013-04-24	2.6122	2.7824	2.8243	3.0268	3.1978	3.3648	3.4498	4.1705
中债商业银行普通债收益率曲线(AAA)	2013-04-24	3.7466	3.8201	3.9332	4.2963	4.5113	4.7882	4.9156	5.5901
中债中短期票据收益率曲线(AAA)	2013-04-24	3.8463	3.9372	4.0579	4.4329	4.7428	5.0323	5.2030
中债国债收益率曲线	2013-04-23	2.5628	2.7318	2.8495	3.0310	3.1999	3.3829	3.4629	4.1724
中债商业银行普通债收益率曲线(AAA)	2013-04-23	3.6986	3.7769	3.9474	4.3166	4.5429	4.7862	4.9156	5.5919
中债中短期票据收益率曲线(AAA)	2013-04-23	3.7983	3.8939	4.0721	4.4433	4.7744	5.0303	5.1980
中债国债收益率曲线	2013-04-22	2.6108	2.6895	2.8898	3.0423	3.2349	3.4179	3.4867	4.1746
中债商业银行普通债收益率曲线(AAA)	2013-04-22	3.6600	3.7303	3.8815	4.3161	4.5704	4.7620	4.8956	5.5931
中债中短期票据收益率曲线(AAA)	2013-04-22	3.7725	3.8453	4.0062	4.4428	4.8019	5.0261	5.1880
中债国债收益率曲线	2013-04-19	2.5919	2.6178	2.8663	3.0185	3.2214	3.3829	3.4503	4.1720
中债商业银行普通债收益率曲线(AAA)	2013-04-19	3.5848	3.6645	3.7594	4.2139	4.4711	4.7158	4.8656	5.5904
中债中短期票据收益率曲线(AAA)	2013-04-19	3.6973	3.7795	3.8841	4.3406	4.7026	4.9999	5.1580
中债国债收益率曲线	2013-04-18	2.5746	2.5943	2.7585	3.0087	3.2081	3.3819	3.4431	4.1720
中债商业银行普通债收益率曲线(AAA)	2013-04-18	3.5404	3.6345	3.7294	4.1640	4.3935	4.6907	4.8556	5.5904
中债中短期票据收益率曲线(AAA)	2013-04-18	3.6523	3.7395	3.8541	4.2806	4.6228	4.9748	5.1382
中债国债收益率曲线	2013-04-17	2.5793	2.5797	2.7085	2.9897	3.1903	3.3537	3.4131	4.1645
中债商业银行普通债收益率曲线(AAA)	2013-04-17	3.5257	3.6176	3.7126	4.1190	4.3435	4.6907	4.8458	5.5854
中债中短期票据收益率曲线(AAA)	2013-04-17	3.6476	3.7226	3.8373	4.2355	4.5728	4.9748	5.1284
中债国债收益率曲线	2013-04-16	2.5742	2.5795	2.6719	2.9813	3.1589	3.3451	3.4005	4.1619
中债商业银行普通债收益率曲线(AAA)	2013-04-16	3.5267	3.5932	3.7143	4.1190	4.3535	4.7007	4.8458	5.5854
中债中短期票据收益率曲线(AAA)	2013-04-16	3.6486	3.6982	3.8390	4.2240	4.5828	4.9848	5.1184
中债国债收益率曲线	2013-04-15	2.5844	2.5747	2.6636	3.0103	3.1959	3.3795	3.4405	4.1719
中债商业银行普通债收益率曲线(AAA)	2013-04-15	3.5780	3.6424	3.7609	4.1367	4.3735	4.7207	4.8756	5.5954
中债中短期票据收益率曲线(AAA)	2013-04-15	3.6998	3.7476	3.8856	4.2280	4.6028	5.0048	5.1485
中债国债收益率曲线	2013-04-12	2.5677	2.5635	2.6790	3.0067	3.2080	3.3996	3.4655	4.1719
中债商业银行普通债收益率曲线(AAA)	2013-04-12	3.5716	3.6493	3.7752	4.1564	4.3835	4.7407	4.8856	5.5954
中债中短期票据收益率曲线(AAA)	2013-04-12	3.6934	3.7645	3.8999	4.2476	4.6128	5.0248	5.1585
中债国债收益率曲线	2013-04-11	2.5654	2.5272	2.6575	3.0210	3.2170	3.4030	3.4705	4.1732
中债商业银行普通债收益率曲线(AAA)	2013-04-11	3.5964	3.6493	3.7826	4.1554	4.3828	4.7457	4.8906	5.5979
中债中短期票据收益率曲线(AAA)	2013-04-11	3.7181	3.7645	3.9073	4.2468	4.6121	5.0198	5.1588
中债国债收益率曲线	2013-04-10	2.5809	2.5223	2.6504	3.0072	3.2064	3.3999	3.4624	4.1709
中债商业银行普通债收益率曲线(AAA)	2013-04-10	3.6066	3.6539	3.7696	4.1451	4.4014	4.7332	4.8806	5.5967
中债中短期票据收益率曲线(AAA)	2013-04-10	3.7283	3.7694	3.8946	4.2364	4.6434	5.0073	5.1504
中债国债收益率曲线	2013-04-09	2.5812	2.5820	2.6421	3.0244	3.2261	3.4056	3.4705	4.1735
中债商业银行普通债收益率曲线(AAA)	2013-04-09	3.6025	3.6578	3.7909	4.1496	4.4214	4.7397	4.8906	5.5994
中债中短期票据收益率曲线(AAA)	2013-04-09	3.7042	3.7633	3.9159	4.2409	4.6634	5.0138	5.1604
中债国债收益率曲线	2013-04-08	2.5862	2.5768	2.6432	3.0374	3.2392	3.4076	3.4905	4.1785
中债商业银行普通债收益率曲线(AAA)	2013-04-08	3.6191	3.6724	3.8114	4.1496	4.4414	4.7597	4.9075	5.6044
中债中短期票据收益率曲线(AAA)	2013-04-08	3.7308	3.7780	3.9364	4.2804	4.6834	5.0338	5.1773
中债国债收益率曲线	2013-04-07	2.6356	2.6168	2.6702	3.0160	3.2143	3.3959	3.4907	4.1786
中债商业银行普通债收益率曲线(AAA)	2013-04-07	3.6891	3.7159	3.8155	4.1696	4.4614	4.7697	4.9175	5.6045
中债中短期票据收益率曲线(AAA)	2013-04-07	3.8008	3.8215	3.9405	4.3304	4.6834	5.0438	5.1873
中债国债收益率曲线	2013-04-03	2.6485	2.6271	2.6741	3.0255	3.2305	3.4153	3.5005	4.1810
中债商业银行普通债收益率曲线(AAA)	2013-04-03	3.7009	3.7471	3.8513	4.2055	4.4914	4.7897	4.9275	5.6088
中债中短期票据收益率曲线(AAA)	2013-04-03	3.8126	3.8527	3.9763	4.3764	4.7234	5.0638	5.1973
中债国债收益率曲线	2013-04-02	2.6581	2.6220	2.6716	3.0253	3.2434	3.4244	3.5106	4.1835
中债商业银行普通债收益率曲线(AAA)	2013-04-02	3.6960	3.7558	3.8628	4.2350	4.4914	4.8090	4.9668	5.6113
中债中短期票据收益率曲线(AAA)	2013-04-02	3.8077	3.8814	3.9878	4.4259	4.7427	5.0831	5.2266
中债国债收益率曲线	2013-04-01	2.6677	2.6177	2.6799	3.0744	3.2741	3.4514	3.5303	4.1885
中债商业银行普通债收益率曲线(AAA)	2013-04-01	3.7160	3.7813	3.8756	4.2914	4.5423	4.8390	4.9668	5.6163
中债中短期票据收益率曲线(AAA)	2013-04-01	3.8277	3.9069	4.0006	4.4823	4.7937	5.1131	5.2266
中债国债收益率曲线	2013-03-29	2.6658	2.6300	2.6790	3.0917	3.2972	3.4751	3.5392	4.1907
中债商业银行普通债收益率曲线(AAA)	2013-03-29	3.7137	3.7916	3.8825	4.3004	4.5813	4.8431	4.9571	5.6183
中债中短期票据收益率曲线(AAA)	2013-03-29	3.8254	3.9072	4.0075	4.4913	4.8327	5.1156	5.2266
中债国债收益率曲线	2013-03-28	2.6699	2.6356	2.6855	3.0912	3.2999	3.4726	3.5505	4.1934
中债商业银行普通债收益率曲线(AAA)	2013-03-28	3.7307	3.7851	3.8925	4.3004	4.5976	4.8431	4.9571	5.6210
中债中短期票据收益率曲线(AAA)	2013-03-28	3.8424	3.9007	4.0175	4.5113	4.8690	5.1156	5.2266
中债国债收益率曲线	2013-03-27	2.6700	2.6244	2.6879	3.1053	3.3030	3.4872	3.5611	4.1972
中债商业银行普通债收益率曲线(AAA)	2013-03-27	3.7340	3.7951	3.8996	4.3198	4.6376	4.8578	4.9671	5.6248
中债中短期票据收益率曲线(AAA)	2013-03-27	3.8457	3.9107	4.0246	4.5309	4.9090	5.1303	5.2366
中债国债收益率曲线	2013-03-26	2.6701	2.6056	2.7121	3.0965	3.3029	3.4880	3.5717	4.1997
中债商业银行普通债收益率曲线(AAA)	2013-03-26	3.7504	3.8180	3.9008	4.3128	4.6446	4.8504	4.9671	5.6298
中债中短期票据收益率曲线(AAA)	2013-03-26	3.8621	3.9336	4.0258	4.5238	4.9120	5.1229	5.2366
中债国债收益率曲线	2013-03-25	2.6701	2.5963	2.7221	3.0965	3.3028	3.4859	3.5770	4.2009
中债商业银行普通债收益率曲线(AAA)	2013-03-25	3.7725	3.8203	3.9106	4.3154	4.6232	4.8304	4.9571	5.6310
中债中短期票据收益率曲线(AAA)	2013-03-25	3.8842	3.9359	4.0456	4.5364	4.8906	5.1029	5.2266
中债国债收益率曲线	2013-03-22	2.7107	2.6316	2.7341	3.0961	3.3060	3.4876	3.5816	4.2020
中债商业银行普通债收益率曲线(AAA)	2013-03-22	3.7672	3.8356	3.9127	4.3047	4.6032	4.8309	4.9562	5.6321
中债中短期票据收益率曲线(AAA)	2013-03-22	3.8789	3.9512	4.0477	4.5357	4.8806	5.1034	5.2257
中债国债收益率曲线	2013-03-21	2.6996	2.6584	2.7341	3.0964	3.3051	3.4885	3.5819	4.2022
中债商业银行普通债收益率曲线(AAA)	2013-03-21	3.7825	3.8291	3.8878	4.3047	4.6032	4.8264	4.9559	5.6323
中债中短期票据收益率曲线(AAA)	2013-03-21	3.8942	3.9447	4.0228	4.5457	4.8806	5.0989	5.2254
中债国债收益率曲线	2013-03-20	2.6997	2.6661	2.7441	3.0963	3.2936	3.4800	3.5722	4.2003
中债商业银行普通债收益率曲线(AAA)	2013-03-20	3.7825	3.8263	3.8974	4.3046	4.6032	4.8261	4.9556	5.6305
中债中短期票据收益率曲线(AAA)	2013-03-20	3.8942	3.9419	4.0324	4.5458	4.8806	5.0986	5.2251
中债国债收益率曲线	2013-03-19	2.7097	2.7248	2.7514	3.0953	3.2954	3.4882	3.5922	4.2053
中债商业银行普通债收益率曲线(AAA)	2013-03-19	3.7870	3.8236	3.9067	4.3000	4.5971	4.8258	4.9587	5.6455
中债中短期票据收益率曲线(AAA)	2013-03-19	3.8987	3.9492	4.0417	4.5212	4.8747	5.0986	5.2282
中债国债收益率曲线	2013-03-18	2.7097	2.7152	2.7594	3.1075	3.2983	3.4879	3.5971	4.2053
