曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债国债收益率曲线	2013-10-15	3.5032	3.4407	3.5169	3.8278	3.9023	4.0744	4.0791	4.7343
中债商业银行普通债收益率曲线(AAA)	2013-10-15	4.6709	4.8171	4.8798	4.9385	5.0854	5.3293	5.4974	6.0780
中债中短期票据收益率曲线(AAA)	2013-10-15	4.8729	5.0201	5.0994	5.1640	5.3205	5.5614	5.7424
中债国债收益率曲线	2013-10-14	3.5232	3.4356	3.5427	3.8125	3.9074	4.0568	4.0663	4.7199
中债商业银行普通债收益率曲线(AAA)	2013-10-14	4.6613	4.8271	4.8598	4.9260	5.0851	5.3093	5.4774	6.0680
中债中短期票据收益率曲线(AAA)	2013-10-14	4.8715	5.0201	5.0794	5.1515	5.3202	5.5614	5.7424
中债国债收益率曲线	2013-10-12	3.5145	3.4089	3.5427	3.7927	3.8784	4.0095	4.0263	4.6999
中债商业银行普通债收益率曲线(AAA)	2013-10-12	4.6582	4.8016	4.8488	4.9375	5.0843	5.2993	5.4774	6.0680
中债中短期票据收益率曲线(AAA)	2013-10-12	4.8654	5.0201	5.0684	5.1530	5.3182	5.5514	5.7424
中债国债收益率曲线	2013-10-11	3.5177	3.4107	3.5427	3.7933	3.8838	4.0195	4.0265	4.6999
中债商业银行普通债收益率曲线(AAA)	2013-10-11	4.6920	4.8012	4.8478	4.9375	5.0843	5.3043	5.4724	6.0630
中债中短期票据收益率曲线(AAA)	2013-10-11	4.8992	5.0197	5.0674	5.1530	5.3180	5.5564	5.7374
中债国债收益率曲线	2013-10-10	3.5177	3.4009	3.5627	3.7945	3.8838	4.0054	4.0166	4.6999
中债商业银行普通债收益率曲线(AAA)	2013-10-10	4.7020	4.8032	4.8578	4.9445	5.0840	5.3043	5.4624	6.0620
中债中短期票据收益率曲线(AAA)	2013-10-10	4.9092	5.0217	5.0774	5.1600	5.3177	5.5564	5.7274
中债国债收益率曲线	2013-10-09	3.5477	3.4282	3.5539	3.7998	3.8825	4.0111	4.0316	4.7149
中债商业银行普通债收益率曲线(AAA)	2013-10-09	4.7084	4.8032	4.8528	4.9420	5.0838	5.3043	5.4474	6.0610
中债中短期票据收益率曲线(AAA)	2013-10-09	4.9156	5.0210	5.0724	5.1575	5.3174	5.5564	5.7124
中债国债收益率曲线	2013-10-08	3.5477	3.4009	3.5451	3.7928	3.8800	3.9867	3.9903	4.6949
中债商业银行普通债收益率曲线(AAA)	2013-10-08	4.7054	4.7804	4.8428	4.9505	5.0760	5.2843	5.4374	6.0610
中债中短期票据收益率曲线(AAA)	2013-10-08	4.9156	4.9882	5.0624	5.1660	5.2996	5.5364	5.7024
中债国债收益率曲线	2013-09-30	3.5338	3.3737	3.5451	3.7873	3.8755	3.9987	3.9954	4.7002
中债商业银行普通债收益率曲线(AAA)	2013-09-30	4.7297	4.8007	4.8589	4.9528	5.0742	5.2833	5.4384	6.0620
中债中短期票据收益率曲线(AAA)	2013-09-30	4.9399	5.0085	5.0785	5.1683	5.2978	5.5354	5.7034
中债国债收益率曲线	2013-09-29	3.6058	3.4026	3.5601	3.7972	3.8844	3.9999	4.0002	4.7002
中债商业银行普通债收益率曲线(AAA)	2013-09-29	4.7435	4.8107	4.8729	4.9728	5.0664	5.2840	5.4384	6.0620
中债中短期票据收益率曲线(AAA)	2013-09-29	4.9537	5.0085	5.0825	5.1783	5.3000	5.5361	5.7034
中债国债收益率曲线	2013-09-27	3.6037	3.3987	3.5501	3.7964	3.8806	3.9999	4.0002	4.7002
中债商业银行普通债收益率曲线(AAA)	2013-09-27	4.7227	4.7985	4.8529	4.9522	5.0664	5.2639	5.4384	6.0620
中债中短期票据收益率曲线(AAA)	2013-09-27	4.9329	5.0163	5.0825	5.1777	5.3000	5.5160	5.7034
中债国债收益率曲线	2013-09-26	3.6537	3.4425	3.5501	3.7947	3.8579	3.9861	3.9901	4.6901
中债商业银行普通债收益率曲线(AAA)	2013-09-26	4.7194	4.8258	4.8629	4.9653	5.0720	5.2639	5.4384	6.0520
中债中短期票据收益率曲线(AAA)	2013-09-26	4.9096	5.0436	5.0925	5.2008	5.3156	5.5160	5.7034
中债国债收益率曲线	2013-09-25	3.7034	3.4425	3.6000	3.8226	3.9047	4.0114	4.0202	4.7001
中债商业银行普通债收益率曲线(AAA)	2013-09-25	4.7303	4.8246	4.8829	4.9653	5.0748	5.2921	5.4384	6.0570
中债中短期票据收益率曲线(AAA)	2013-09-25	4.9205	5.0434	5.1125	5.2008	5.3184	5.5442	5.7034
中债国债收益率曲线	2013-09-24	3.7134	3.5593	3.6100	3.8528	3.9223	4.0233	4.0201	4.7011
中债商业银行普通债收益率曲线(AAA)	2013-09-24	4.7103	4.8257	4.8829	4.9653	5.0613	5.3121	5.4499	6.0570
中债中短期票据收益率曲线(AAA)	2013-09-24	4.9005	5.0445	5.1125	5.2008	5.3049	5.5642	5.7149
中债国债收益率曲线	2013-09-23	3.7316	3.5538	3.5881	3.8697	3.9362	4.0202	4.0095	4.6711
中债商业银行普通债收益率曲线(AAA)	2013-09-23	4.7446	4.8147	4.8829	4.9729	5.0513	5.2821	5.4393	6.0270
中债中短期票据收益率曲线(AAA)	2013-09-23	4.9448	5.0235	5.1025	5.1984	5.2949	5.5342	5.7043
中债国债收益率曲线	2013-09-22	3.7016	3.5392	3.5730	3.8251	3.9195	3.9735	3.9851	4.6311
中债商业银行普通债收益率曲线(AAA)	2013-09-22	4.7046	4.7996	4.8629	4.9596	5.0713	5.2621	5.4342	5.9870
中债中短期票据收益率曲线(AAA)	2013-09-22	4.9048	4.9884	5.0825	5.1984	5.2949	5.5142	5.7043
中债国债收益率曲线	2013-09-18	3.7016	3.5499	3.5906	3.8717	3.9882	4.0415	4.0502	4.6311
中债商业银行普通债收益率曲线(AAA)	2013-09-18	4.6954	4.7996	4.8607	4.9718	5.0705	5.2821	5.4542	5.9870
中债中短期票据收益率曲线(AAA)	2013-09-18	4.8956	5.0084	5.0900	5.2110	5.2941	5.5342	5.7243
中债国债收益率曲线	2013-09-17	3.6927	3.5692	3.5906	3.8693	3.9846	4.0521	4.0721	4.5811
中债商业银行普通债收益率曲线(AAA)	2013-09-17	4.7154	4.8200	4.8407	4.9518	5.0661	5.3045	5.4691	5.9370
中债中短期票据收益率曲线(AAA)	2013-09-17	4.9156	5.0288	5.0700	5.1910	5.2897	5.5566	5.7246
中债国债收益率曲线	2013-09-16	3.7499	3.5729	3.5906	3.8976	4.0128	4.1104	4.1201	4.5211
中债商业银行普通债收益率曲线(AAA)	2013-09-16	4.7184	4.7913	4.7979	4.9293	5.0629	5.3445	5.4772	5.9370
中债中短期票据收益率曲线(AAA)	2013-09-16	4.9186	5.0001	5.0200	5.1685	5.2866	5.5966	5.7327
中债国债收益率曲线	2013-09-13	3.7039	3.5615	3.6106	3.9174	4.0165	4.1200	4.1406	4.4611
中债商业银行普通债收益率曲线(AAA)	2013-09-13	4.7084	4.7798	4.7729	4.9116	5.0429	5.3343	5.4769	5.8770
中债中短期票据收益率曲线(AAA)	2013-09-13	4.9086	4.9886	4.9850	5.1486	5.2666	5.5864	5.7324
中债国债收益率曲线	2013-09-12	3.7231	3.5705	3.5906	3.9516	4.0210	4.1286	4.1291	4.4011
中债商业银行普通债收益率曲线(AAA)	2013-09-12	4.7062	4.7595	4.7332	4.8882	5.0229	5.2846	5.4769	5.8170
中债中短期票据收益率曲线(AAA)	2013-09-12	4.9064	4.9660	4.9650	5.1148	5.2466	5.5367	5.7324
中债国债收益率曲线	2013-09-11	3.6811	3.5770	3.6106	3.9815	4.0244	4.1293	4.1341	4.3911
中债商业银行普通债收益率曲线(AAA)	2013-09-11	4.6862	4.7295	4.7232	4.8726	5.0164	5.2546	5.4716	5.8170
中债中短期票据收益率曲线(AAA)	2013-09-11	4.8864	4.9360	4.9550	5.0948	5.2301	5.4967	5.7271
中债国债收益率曲线	2013-09-10	3.6621	3.5969	3.6106	3.9573	3.9974	4.0693	4.0650	4.3728
中债商业银行普通债收益率曲线(AAA)	2013-09-10	4.6586	4.7045	4.7238	4.8453	4.9884	5.2242	5.4521	5.8053
中债中短期票据收益率曲线(AAA)	2013-09-10	4.8688	4.9110	4.9550	5.0662	5.2058	5.4663	5.7076
中债国债收益率曲线	2013-09-09	3.6490	3.5981	3.6106	3.9360	3.9616	4.0398	4.0550	4.3628
中债商业银行普通债收益率曲线(AAA)	2013-09-09	4.6088	4.7045	4.7233	4.8503	4.9946	5.1945	5.4471	5.7954
中债中短期票据收益率曲线(AAA)	2013-09-09	4.8190	4.9110	4.9545	5.0712	5.2105	5.4266	5.7026
中债国债收益率曲线	2013-09-06	3.6426	3.6663	3.6012	3.9281	3.9557	4.0003	4.0455	4.3570
中债商业银行普通债收益率曲线(AAA)	2013-09-06	4.5838	4.6927	4.7233	4.8455	4.9810	5.1799	5.4471	5.7903
中债中短期票据收益率曲线(AAA)	2013-09-06	4.7939	4.8981	4.9645	5.0564	5.1969	5.4120	5.7026
中债国债收益率曲线	2013-09-05	3.6616	3.6163	3.6055	3.9303	3.9564	4.0105	4.0550	4.3594
中债商业银行普通债收益率曲线(AAA)	2013-09-05	4.6168	4.7006	4.7147	4.8470	4.9678	5.1662	5.4521	5.7891
中债中短期票据收益率曲线(AAA)	2013-09-05	4.8269	4.9060	4.9559	5.0579	5.1907	5.3983	5.7026
中债国债收益率曲线	2013-09-04	3.6938	3.6343	3.5980	3.9002	3.9740	4.0201	4.0550	4.3594
中债商业银行普通债收益率曲线(AAA)	2013-09-04	4.5968	4.6823	4.7091	4.8463	4.9669	5.1361	5.4421	5.7816
中债中短期票据收益率曲线(AAA)	2013-09-04	4.8069	4.8877	4.9503	5.0708	5.1949	5.3682	5.6926
中债国债收益率曲线	2013-09-03	3.6438	3.6173	3.6173	3.8707	3.9218	4.0001	4.0404	4.3556
中债商业银行普通债收益率曲线(AAA)	2013-09-03	4.5740	4.7023	4.7091	4.8306	4.9685	5.1160	5.4421	5.7744
中债中短期票据收益率曲线(AAA)	2013-09-03	4.7841	4.9077	4.9503	5.0551	5.1965	5.3481	5.6926
中债国债收益率曲线	2013-09-02	3.6269	3.6261	3.6173	3.8518	3.9187	3.9953	4.0356	4.3544
中债商业银行普通债收益率曲线(AAA)	2013-09-02	4.5704	4.6951	4.7155	4.8211	4.9774	5.1053	5.4371	5.7694
中债中短期票据收益率曲线(AAA)	2013-09-02	4.7805	4.9041	4.9500	5.0456	5.1954	5.3374	5.6876
中债国债收益率曲线	2013-08-30	3.6066	3.6024	3.6186	3.8438	3.9181	3.9899	4.0354	4.3510
中债商业银行普通债收益率曲线(AAA)	2013-08-30	4.5550	4.6799	4.7002	4.8174	4.9574	5.0946	5.4321	5.7660
中债中短期票据收益率曲线(AAA)	2013-08-30	4.7651	4.8889	4.9400	5.0419	5.1754	5.3267	5.6826
中债国债收益率曲线	2013-08-29	3.6166	3.6161	3.6086	3.8620	3.9084	4.0003	4.0300	4.3501
中债商业银行普通债收益率曲线(AAA)	2013-08-29	4.5644	4.6989	4.7202	4.8171	4.9676	5.0846	5.4442	5.7651
中债中短期票据收益率曲线(AAA)	2013-08-29	4.7745	4.9079	4.9400	5.0416	5.1856	5.3367	5.6947
中债国债收益率曲线	2013-08-28	3.5866	3.5959	3.6235	3.8468	3.8964	3.9961	4.0222	4.3485
中债商业银行普通债收益率曲线(AAA)	2013-08-28	4.5650	4.7189	4.7302	4.8262	4.9513	5.0645	5.4442	5.7635
中债中短期票据收益率曲线(AAA)	2013-08-28	4.7768	4.9279	4.9500	5.0507	5.1786	5.3166	5.6947
中债国债收益率曲线	2013-08-27	3.5966	3.5959	3.6215	3.8219	3.8517	3.9410	3.9654	4.3446
中债商业银行普通债收益率曲线(AAA)	2013-08-27	4.5704	4.7407	4.7305	4.8075	4.9313	5.0644	5.4242	5.7596
中债中短期票据收益率曲线(AAA)	2013-08-27	4.7822	4.9497	4.9503	5.0321	5.1686	5.3165	5.6747
中债国债收益率曲线	2013-08-26	3.5966	3.5841	3.6212	3.8017	3.8474	3.9357	3.9555	4.3421
中债商业银行普通债收益率曲线(AAA)	2013-08-26	4.6204	4.7651	4.7305	4.8247	4.9639	5.0644	5.4131	5.7571
中债中短期票据收益率曲线(AAA)	2013-08-26	4.8322	4.9741	4.9503	5.0493	5.2012	5.3165	5.6636
中债国债收益率曲线	2013-08-23	3.6066	3.6041	3.6435	3.8261	3.8714	3.9551	3.9916	4.3458
中债商业银行普通债收益率曲线(AAA)	2013-08-23	4.6769	4.7851	4.7305	4.8247	4.9839	5.0544	5.4021	5.7589
中债中短期票据收益率曲线(AAA)	2013-08-23	4.8887	4.9941	4.9503	5.0493	5.2212	5.3065	5.6526
中债国债收益率曲线	2013-08-22	3.6166	3.6339	3.6436	3.8710	3.9316	3.9902	4.0302	4.3509
中债商业银行普通债收益率曲线(AAA)	2013-08-22	4.7330	4.8351	4.7405	4.8261	5.0310	5.0669	5.4221	5.7640
中债中短期票据收益率曲线(AAA)	2013-08-22	4.9448	5.0441	4.9503	5.0507	5.2588	5.3190	5.6726
中债国债收益率曲线	2013-08-21	3.5966	3.6559	3.6341	3.8798	3.9416	3.9757	4.0382	4.3484
中债商业银行普通债收益率曲线(AAA)	2013-08-21	4.6830	4.7851	4.7355	4.8354	5.0352	5.0571	5.4120	5.7615
中债中短期票据收益率曲线(AAA)	2013-08-21	4.8948	4.9941	4.9453	5.0500	5.2747	5.3092	5.6625
中债国债收益率曲线	2013-08-20	3.5466	3.6495	3.6241	3.9081	3.9868	4.0147	4.0881	4.3540
中债商业银行普通债收益率曲线(AAA)	2013-08-20	4.7030	4.7852	4.7155	4.8263	5.0385	5.0610	5.4221	5.7671
中债中短期票据收益率曲线(AAA)	2013-08-20	4.9248	4.9942	4.9253	5.0455	5.2820	5.3131	5.6726
中债国债收益率曲线	2013-08-19	3.5366	3.6295	3.6241	3.8831	3.8960	3.9700	4.0103	4.3290
中债商业银行普通债收益率曲线(AAA)	2013-08-19	4.6237	4.7500	4.7055	4.7751	4.9885	5.0309	5.3842	5.7421
中债中短期票据收益率曲线(AAA)	2013-08-19	4.8455	4.9490	4.9053	4.9943	5.2336	5.2830	5.6347
中债国债收益率曲线	2013-08-16	3.5366	3.6295	3.6041	3.7931	3.8717	3.9344	3.9401	4.3056
中债商业银行普通债收益率曲线(AAA)	2013-08-16	4.6222	4.7500	4.7055	4.7651	4.9885	5.0105	5.3531	5.7187
中债中短期票据收益率曲线(AAA)	2013-08-16	4.8340	4.9490	4.9053	4.9743	5.2336	5.2526	5.5996
中债国债收益率曲线	2013-08-15	3.4583	3.4806	3.5541	3.7746	3.8905	3.9397	3.9602	4.2856
中债商业银行普通债收益率曲线(AAA)	2013-08-15	4.5718	4.7400	4.7035	4.7551	4.9656	5.0123	5.3631	5.6987
中债中短期票据收益率曲线(AAA)	2013-08-15	4.7836	4.9390	4.9033	4.9643	5.2207	5.2544	5.6096
中债国债收益率曲线	2013-08-14	3.4283	3.4506	3.5373	3.7867	3.8881	3.9249	3.9516	4.2770
中债商业银行普通债收益率曲线(AAA)	2013-08-14	4.4774	4.6500	4.6535	4.7051	4.9156	4.9523	5.2981	5.6887
中债中短期票据收益率曲线(AAA)	2013-08-14	4.6892	4.8490	4.8533	4.9143	5.1707	5.1944	5.5446
中债国债收益率曲线	2013-08-13	3.4283	3.4093	3.4837	3.6824	3.8407	3.8710	3.9252	4.2520
中债商业银行普通债收益率曲线(AAA)	2013-08-13	4.4259	4.6100	4.6390	4.6597	4.8756	4.9323	5.2631	5.6637
中债中短期票据收益率曲线(AAA)	2013-08-13	4.6174	4.7990	4.8288	4.8589	5.1196	5.1544	5.5096
中债国债收益率曲线	2013-08-12	3.4283	3.3993	3.4479	3.6224	3.7760	3.8061	3.8513	4.2270
中债商业银行普通债收益率曲线(AAA)	2013-08-12	4.3973	4.5610	4.6490	4.6116	4.8256	4.8799	5.1631	5.6387
中债中短期票据收益率曲线(AAA)	2013-08-12	4.5788	4.7400	4.8388	4.8108	5.0595	5.1020	5.4096
中债国债收益率曲线	2013-08-09	3.4383	3.3893	3.4333	3.6024	3.7453	3.7826	3.8407	4.2020
中债商业银行普通债收益率曲线(AAA)	2013-08-09	4.3709	4.5310	4.6290	4.5816	4.7861	4.8799	5.1631	5.6137
中债中短期票据收益率曲线(AAA)	2013-08-09	4.5524	4.7100	4.8188	4.7808	5.0100	5.1020	5.4096
中债国债收益率曲线	2013-08-08	3.4383	3.4193	3.4271	3.5724	3.7313	3.7707	3.8455	4.1770
中债商业银行普通债收益率曲线(AAA)	2013-08-08	4.3770	4.5610	4.6290	4.5616	4.7361	4.8799	5.1531	5.5887
中债中短期票据收益率曲线(AAA)	2013-08-08	4.5585	4.7400	4.8188	4.7608	4.9600	5.0920	5.3996
中债国债收益率曲线	2013-08-07	3.3838	3.3911	3.4069	3.5524	3.6841	3.7119	3.7703	4.1676
中债商业银行普通债收益率曲线(AAA)	2013-08-07	4.4058	4.5560	4.5790	4.5116	4.6921	4.8486	5.1211	5.5787
中债中短期票据收益率曲线(AAA)	2013-08-07	4.5773	4.7350	4.7688	4.7108	4.9160	5.0507	5.3676
中债国债收益率曲线	2013-08-06	3.3669	3.3705	3.4047	3.5424	3.6323	3.6733	3.7153	4.1613
中债商业银行普通债收益率曲线(AAA)	2013-08-06	4.4164	4.5260	4.5290	4.5116	4.6721	4.8515	5.0911	5.5725
中债中短期票据收益率曲线(AAA)	2013-08-06	4.5779	4.7050	4.7188	4.7108	4.8960	5.0536	5.3376
中债国债收益率曲线	2013-08-05	3.3569	3.3605	3.4190	3.5324	3.6275	3.6577	3.7104	4.1607
中债商业银行普通债收益率曲线(AAA)	2013-08-05	4.4322	4.5060	4.5090	4.5109	4.6621	4.8515	5.0811	5.5719
中债中短期票据收益率曲线(AAA)	2013-08-05	4.5837	4.6750	4.6888	4.7101	4.8860	5.0536	5.3276
中债国债收益率曲线	2013-08-02	3.3869	3.3905	3.3938	3.5224	3.6187	3.6402	3.7034	4.1599
中债商业银行普通债收益率曲线(AAA)	2013-08-02	4.4176	4.5089	4.5190	4.5179	4.6721	4.8520	5.0711	5.5718
中债中短期票据收益率曲线(AAA)	2013-08-02	4.5591	4.6750	4.6988	4.7501	4.8960	5.0541	5.3176
中债国债收益率曲线	2013-08-01	3.3906	3.4000	3.4347	3.5252	3.6135	3.6402	3.7053	4.1605
中债商业银行普通债收益率曲线(AAA)	2013-08-01	4.5552	4.5925	4.6096	4.5802	4.7221	4.8670	5.0861	5.5725
中债中短期票据收益率曲线(AAA)	2013-08-01	4.6867	4.7486	4.7794	4.8124	4.9460	5.0691	5.3326
中债国债收益率曲线	2013-07-31	3.4406	3.4500	3.4908	3.5551	3.6551	3.6602	3.7214	4.1624
中债商业银行普通债收益率曲线(AAA)	2013-07-31	4.6035	4.6702	4.6786	4.6810	4.7721	4.9016	5.0861	5.5744
中债中短期票据收益率曲线(AAA)	2013-07-31	4.7350	4.8043	4.8520	4.9132	4.9960	5.1037	5.3326
中债国债收益率曲线	2013-07-30	3.4106	3.4239	3.5000	3.5835	3.6705	3.6837	3.7227	4.1623
中债商业银行普通债收益率曲线(AAA)	2013-07-30	4.6909	4.7259	4.7109	4.6942	4.7821	4.9016	5.1029	5.5743
中债中短期票据收益率曲线(AAA)	2013-07-30	4.8124	4.8500	4.8743	4.8964	5.0060	5.1037	5.3594
中债国债收益率曲线	2013-07-29	3.4606	3.5839	3.5128	3.6020	3.6712	3.7000	3.7228	4.1624
中债商业银行普通债收益率曲线(AAA)	2013-07-29	4.7309	4.7716	4.7549	4.7242	4.8318	4.9016	5.0929	5.5741
中债中短期票据收益率曲线(AAA)	2013-07-29	4.8424	4.8957	4.9183	4.9264	5.0557	5.1037	5.3594
中债国债收益率曲线	2013-07-26	3.4806	3.6327	3.5034	3.5767	3.6668	3.6900	3.7152	4.1549
中债商业银行普通债收益率曲线(AAA)	2013-07-26	4.6135	4.7573	4.7549	4.7542	4.8318	4.8721	5.0927	5.5741
中债中短期票据收益率曲线(AAA)	2013-07-26	4.7250	4.8814	4.9183	4.9564	5.0357	5.0742	5.3592
中债国债收益率曲线	2013-07-25	3.6099	3.6438	3.5107	3.5727	3.6956	3.7000	3.7102	4.1543
中债商业银行普通债收益率曲线(AAA)	2013-07-25	4.6264	4.8273	4.8049	4.7870	4.8483	4.8992	5.1030	5.5738
中债中短期票据收益率曲线(AAA)	2013-07-25	4.7379	4.9514	4.9683	4.9892	5.0522	5.1013	5.3695
中债国债收益率曲线	2013-07-24	3.6099	3.6938	3.5746	3.6439	3.7050	3.7702	3.7952	4.1649
中债商业银行普通债收益率曲线(AAA)	2013-07-24	4.6321	4.7573	4.7749	4.7873	4.8494	4.9057	5.1130	5.5773
中债中短期票据收益率曲线(AAA)	2013-07-24	4.7436	4.8714	4.9383	4.9995	5.0533	5.1178	5.3895
中债国债收益率曲线	2013-07-23	3.5799	3.6643	3.5503	3.6239	3.5984	3.6900	3.7602	4.1606
中债商业银行普通债收益率曲线(AAA)	2013-07-23	4.5567	4.7073	4.7249	4.7373	4.7994	4.8690	5.0830	5.5752
中债中短期票据收益率曲线(AAA)	2013-07-23	4.6682	4.8214	4.8883	4.9492	5.0039	5.0811	5.3695
中债国债收益率曲线	2013-07-22	3.5799	3.6348	3.5248	3.5281	3.5480	3.6601	3.7401	4.1581
中债商业银行普通债收益率曲线(AAA)	2013-07-22	4.5384	4.6485	4.6749	4.6659	4.7456	4.8138	4.9930	5.5727
中债中短期票据收益率曲线(AAA)	2013-07-22	4.6463	4.7625	4.8383	4.8678	4.9501	5.0259	5.2795
中债国债收益率曲线	2013-07-19	3.5599	3.4985	3.4624	3.4315	3.4982	3.6249	3.7051	4.1538
中债商业银行普通债收益率曲线(AAA)	2013-07-19	4.5367	4.5985	4.6449	4.5880	4.6502	4.7633	4.9771	5.5683
中债中短期票据收益率曲线(AAA)	2013-07-19	4.6546	4.7125	4.7883	4.7942	4.8547	4.9754	5.2636
中债国债收益率曲线	2013-07-18	3.5699	3.4913	3.4544	3.4015	3.4790	3.6201	3.6903	4.1513
中债商业银行普通债收益率曲线(AAA)	2013-07-18	4.5208	4.5378	4.6249	4.5534	4.6152	4.7433	4.9672	5.5658
中债中短期票据收益率曲线(AAA)	2013-07-18	4.6387	4.6518	4.7683	4.7496	4.8247	4.9554	5.2537
中债国债收益率曲线	2013-07-17	3.5599	3.5366	3.4345	3.3514	3.4657	3.6231	3.6690	4.1475
中债商业银行普通债收益率曲线(AAA)	2013-07-17	4.4215	4.4778	4.5249	4.5184	4.5852	4.7033	4.9672	5.5620
中债中短期票据收益率曲线(AAA)	2013-07-17	4.5394	4.5918	4.6683	4.7146	4.7947	4.9154	5.2537
中债国债收益率曲线	2013-07-16	3.5699	3.5420	3.4299	3.3414	3.4391	3.5771	3.6190	4.1413
中债商业银行普通债收益率曲线(AAA)	2013-07-16	4.4541	4.4478	4.4749	4.4933	4.5610	4.6933	4.9473	5.5558
中债中短期票据收益率曲线(AAA)	2013-07-16	4.5720	4.5618	4.6183	4.6894	4.7705	4.9054	5.2338
中债国债收益率曲线	2013-07-15	3.5899	3.5477	3.4998	3.3436	3.4247	3.5571	3.6102	4.1402
中债商业银行普通债收益率曲线(AAA)	2013-07-15	4.4444	4.4478	4.4749	4.4686	4.5610	4.6822	4.9273	5.5547
中债中短期票据收益率曲线(AAA)	2013-07-15	4.5623	4.5618	4.6183	4.6647	4.7705	4.9047	5.2138
中债国债收益率曲线	2013-07-12	3.5599	3.4694	3.5006	3.3306	3.4115	3.5571	3.6001	4.1386
中债商业银行普通债收益率曲线(AAA)	2013-07-12	4.4291	4.4478	4.4249	4.4213	4.5310	4.6522	4.9273	5.5531
中债中短期票据收益率曲线(AAA)	2013-07-12	4.5470	4.5618	4.5683	4.6174	4.7405	4.8747	5.2138
中债国债收益率曲线	2013-07-11	3.6099	3.4315	3.5001	3.2783	3.3796	3.5256	3.5902	4.1374
中债商业银行普通债收益率曲线(AAA)	2013-07-11	4.4290	4.4356	4.3749	4.3813	4.4910	4.6125	4.9273	5.5507
中债中短期票据收益率曲线(AAA)	2013-07-11	4.5469	4.5496	4.5183	4.5774	4.6905	4.8350	5.2138
中债国债收益率曲线	2013-07-10	3.5499	3.4215	3.5001	3.2235	3.3492	3.4877	3.5802	4.1361
中债商业银行普通债收益率曲线(AAA)	2013-07-10	4.3299	4.2948	4.3349	4.3815	4.4710	4.5915	4.8773	5.5495
中债中短期票据收益率曲线(AAA)	2013-07-10	4.4477	4.4088	4.4883	4.5776	4.6705	4.8140	5.1638
中债国债收益率曲线	2013-07-09	3.4999	3.3818	3.4016	3.1778	3.3272	3.4266	3.5202	4.1286
中债商业银行普通债收益率曲线(AAA)	2013-07-09	4.3301	4.2383	4.3049	4.3481	4.4591	4.5852	4.8618	5.5420
中债中短期票据收益率曲线(AAA)	2013-07-09	4.4479	4.3523	4.4583	4.5442	4.6586	4.8077	5.1483
中债国债收益率曲线	2013-07-08	3.4999	3.3517	3.3916	3.1311	3.2933	3.4185	3.5177	4.1286
中债商业银行普通债收益率曲线(AAA)	2013-07-08	4.3276	4.2360	4.2955	4.3494	4.4441	4.5845	4.8498	5.5417
中债中短期票据收益率曲线(AAA)	2013-07-08	4.4454	4.3500	4.4489	4.5474	4.6436	4.8070	5.1363
中债国债收益率曲线	2013-07-05	3.5337	3.3505	3.3716	3.0954	3.2629	3.3997	3.5127	4.1280
中债商业银行普通债收益率曲线(AAA)	2013-07-05	4.4711	4.2835	4.2955	4.3594	4.4441	4.5775	4.8498	5.5411
中债中短期票据收益率曲线(AAA)	2013-07-05	4.5889	4.3975	4.4489	4.5574	4.6536	4.8000	5.1363
中债国债收益率曲线	2013-07-04	3.6337	3.3919	3.3912	3.1083	3.2629	3.4021	3.5102	4.1277
中债商业银行普通债收益率曲线(AAA)	2013-07-04	4.5780	4.5075	4.3873	4.3894	4.4441	4.5875	4.8609	5.5407
中债中短期票据收益率曲线(AAA)	2013-07-04	4.6958	4.6215	4.5407	4.5874	4.6536	4.8100	5.1474
中债国债收益率曲线	2013-07-03	3.7137	3.4065	3.4212	3.1204	3.2750	3.3934	3.5302	4.1302
中债商业银行普通债收益率曲线(AAA)	2013-07-03	4.7415	4.6728	4.6373	4.4194	4.4841	4.5975	4.8649	5.5432
中债中短期票据收益率曲线(AAA)	2013-07-03	4.8593	4.7868	4.7907	4.6174	4.7036	4.8200	5.1514
中债国债收益率曲线	2013-07-02	3.7875	3.5108	3.3721	3.1604	3.2917	3.3883	3.5243	4.1296
中债商业银行普通债收益率曲线(AAA)	2013-07-02	4.9414	4.8751	4.7438	4.4518	4.5141	4.6075	4.8692	5.5426
中债中短期票据收益率曲线(AAA)	2013-07-02	5.0568	4.9888	4.8972	4.6498	4.7136	4.8400	5.1557
中债国债收益率曲线	2013-07-01	3.9601	3.5667	3.4706	3.2334	3.2911	3.3861	3.5245	4.1296
中债商业银行普通债收益率曲线(AAA)	2013-07-01	5.1412	5.0004	4.8438	4.4868	4.5208	4.6274	4.8699	5.5426
中债中短期票据收益率曲线(AAA)	2013-07-01	5.2566	5.1143	4.9972	4.6848	4.7303	4.8699	5.1564
中债国债收益率曲线	2013-06-28	4.0691	3.7712	3.4812	3.2033	3.2909	3.3852	3.5125	4.1281
中债商业银行普通债收益率曲线(AAA)	2013-06-28	5.1481	5.0583	4.8902	4.4790	4.5308	4.6274	4.8799	5.5411
中债中短期票据收益率曲线(AAA)	2013-06-28	5.2635	5.1722	5.0436	4.6770	4.7603	4.8887	5.1664
中债国债收益率曲线	2013-06-27	3.9691	3.8824	3.4463	3.3287	3.3258	3.3997	3.5231	4.1291
中债商业银行普通债收益率曲线(AAA)	2013-06-27	5.4394	5.1526	4.9417	4.5090	4.5958	4.7074	4.8901	5.5411
