日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2006-12-14     1.9307      2.0351      2.5876      2.1980      2.2606      2.8437      2.3649      2.4506      3.0374      2.6072      2.7087      2.9863      2.8085      2.8088      2.8020      2.8600      2.8566      2.8485      2.9280      2.9258      2.9185      3.0012      3.0008      2.9976      
2006-12-15     1.8878      1.9791      2.5169      2.1584      2.2269      2.7548      2.3547      2.4207      2.9676      2.5894      2.6648      2.9523      2.8080      2.8087      2.8035      2.8608      2.8578      2.8503      2.9285      2.9266      2.9202      3.0013      3.0010      2.9984      
2006-12-18     1.8345      1.9336      2.4399      2.1149      2.1940      2.6590      2.3438      2.3867      2.8807      2.5783      2.6381      2.9154      2.8078      2.8086      2.8048      2.8613      2.8589      2.8519      2.9288      2.9273      2.9216      3.0014      3.0012      2.9992      
2006-12-19     1.7822      1.8883      2.3513      2.0773      2.1646      2.5601      2.3367      2.3668      2.7944      2.5743      2.6197      2.8745      2.8076      2.8083      2.8057      2.8621      2.8599      2.8533      2.9291      2.9279      2.9227      3.0015      3.0013      2.9997      
2006-12-20     1.7262      1.8432      2.2561      2.0274      2.1329      2.4736      2.3451      2.3604      2.7140      2.5720      2.6038      2.8323      2.8073      2.8081      2.8064      2.8631      2.8611      2.8547      2.9294      2.9284      2.9238      3.0016      3.0014      3.0001      
2006-12-21     1.6747      1.8027      2.1592      1.9952      2.0966      2.3828      2.3475      2.3562      2.6316      2.5716      2.5894      2.7925      2.8071      2.8078      2.8070      2.8642      2.8621      2.8561      2.9296      2.9288      2.9248      3.0017      3.0015      3.0004      
2006-12-22     1.6454      1.7666      2.0653      1.9959      2.0772      2.2911      2.3460      2.3504      2.5486      2.5709      2.5801      2.7555      2.8071      2.8075      2.8072      2.8654      2.8631      2.8571      2.9297      2.9291      2.9256      3.0017      3.0015      3.0007      
2006-12-25     1.6229      1.7287      1.9856      2.0489      2.0819      2.2469      2.3636      2.3537      2.4962      2.5708      2.5746      2.7218      2.8070      2.8074      2.8075      2.8664      2.8638      2.8582      2.9299      2.9294      2.9263      3.0018      3.0016      3.0009      
2006-12-26     1.6202      1.7012      1.9291      2.1012      2.0893      2.2074      2.3954      2.3661      2.4545      2.5703      2.5723      2.6934      2.8070      2.8073      2.8077      2.8671      2.8646      2.8593      2.9299      2.9295      2.9269      3.0019      3.0017      3.0011      
2006-12-27     1.6413      1.6837      1.8873      2.1612      2.0943      2.1957      2.4110      2.3781      2.4344      2.5724      2.5722      2.6661      2.8072      2.8073      2.8079      2.8675      2.8653      2.8603      2.9300      2.9297      2.9274      3.0019      3.0018      3.0012      
2006-12-28     1.6631      1.6689      1.8520      2.1959      2.0956      2.1781      2.4148      2.3811      2.4158      2.5750      2.5733      2.6410      2.8074      2.8073      2.8080      2.8677      2.8660      2.8613      2.9300      2.9298      2.9278      3.0020      3.0018      3.0013      
2006-12-29     1.6810      1.6632      1.8212      2.1783      2.0871      2.1570      2.3935      2.3698      2.3952      2.5774      2.5742      2.6195      2.8076      2.8073      2.8080      2.8679      2.8667      2.8622      2.9300      2.9299      2.9283      3.0020      3.0019      3.0014      
2006-12-30     1.6715      1.6472      1.7904      2.1040      2.0765      2.1352      2.3283      2.3460      2.3664      2.5801      2.5755      2.6068      2.8078      2.8074      2.8080      2.8681      2.8672      2.8630      2.9301      2.9300      2.9286      3.0020      3.0019      3.0015      
2006-12-31     1.6564	   1.6383      1.7633	   1.9736      2.0374      2.1010      2.2265      2.3110      2.3389      2.5833      2.5768      2.5983      2.8080      2.8075      2.8079      2.8682      2.8676      2.8638      2.9301      2.9300      2.9289      3.0020      3.0020      3.0016
