	date	value
460	2014-02-17	1.097
461	2014-02-18	1.096
462	2014-02-19	1.099
463	2014-02-20	1.102
464	2014-02-21	1.104
465	2014-02-24	1.105
466	2014-02-25	1.106
467	2014-02-26	1.107
468	2014-02-27	1.109
469	2014-02-28	1.11
470	2014-03-03	1.111
471	2014-03-04	1.109
472	2014-03-05	1.105
473	2014-03-06	1.104
474	2014-03-07	1.106
475	2014-03-10	1.106
476	2014-03-11	1.107
477	2014-03-12	1.106
478	2014-03-13	1.107
479	2014-03-14	1.108
480	2014-03-17	1.109
481	2014-03-18	1.109
482	2014-03-19	1.108
483	2014-03-20	1.108
484	2014-03-21	1.109
485	2014-03-24	1.111
486	2014-03-25	1.11
487	2014-03-26	1.109
488	2014-03-27	1.109
489	2014-03-28	1.109
490	2014-03-31	1.109
491	2014-04-01	1.111
492	2014-04-02	1.11
493	2014-04-03	1.11
494	2014-04-04	1.112
495	2014-04-08	1.114
496	2014-04-09	1.113
497	2014-04-10	1.115
498	2014-04-11	1.117
499	2014-04-14	1.119
500	2014-04-15	1.12
501	2014-04-16	1.121
502	2014-04-17	1.124
503	2014-04-18	1.125
504	2014-04-21	1.126
505	2014-04-22	1.126
506	2014-04-23	1.127
507	2014-04-24	1.127
508	2014-04-25	1.129
509	2014-04-28	1.129
510	2014-04-29	1.128
511	2014-04-30	1.13
512	2014-05-05	1.132
513	2014-05-06	1.133
514	2014-05-07	1.134
515	2014-05-08	1.136
516	2014-05-09	1.141
517	2014-05-12	1.143
518	2014-05-13	1.144
519	2014-05-14	1.145
520	2014-05-15	1.146
521	2014-05-16	1.146
522	2014-05-19	1.146
523	2014-05-20	1.146
524	2014-05-21	1.146
525	2014-05-22	1.147
526	2014-05-23	1.149
527	2014-05-26	1.15
528	2014-05-27	1.15
529	2014-05-28	1.151
530	2014-05-29	1.152
531	2014-05-30	1.154
532	2014-06-03	1.157
533	2014-06-04	1.159
534	2014-06-05	1.16
535	2014-06-06	1.161
536	2014-06-09	1.163
537	2014-06-10	1.165
538	2014-06-11	1.166
539	2014-06-12	1.167
540	2014-06-13	1.169
541	2014-06-16	1.169
542	2014-06-17	1.166
543	2014-06-18	1.164
544	2014-06-19	1.165
545	2014-06-20	1.167
546	2014-06-23	1.169
547	2014-06-24	1.17
548	2014-06-25	1.17
549	2014-06-26	1.17
550	2014-06-27	1.174
551	2014-06-30	1.174
552	2014-07-01	1.174
553	2014-07-02	1.174
554	2014-07-03	1.174
555	2014-07-04	1.174
556	2014-07-07	1.174
557	2014-07-08	1.175
558	2014-07-09	1.174
559	2014-07-10	1.175
560	2014-07-11	1.176
561	2014-07-14	1.173
562	2014-07-15	1.172
563	2014-07-16	1.178
564	2014-07-17	1.18
565	2014-07-18	1.177
566	2014-07-21	1.176
567	2014-07-22	1.178
568	2014-07-23	1.178
569	2014-07-24	1.18
570	2014-07-25	1.181
571	2014-07-28	1.183
572	2014-07-29	1.184
573	2014-07-30	1.185
574	2014-07-31	1.186
575	2014-08-01	1.186
576	2014-08-04	1.187
577	2014-08-05	1.188
578	2014-08-06	1.189
579	2014-08-07	1.19
580	2014-08-08	1.19
581	2014-08-11	1.192
582	2014-08-12	1.194
583	2014-08-13	1.195
584	2014-08-14	1.195
585	2014-08-15	1.197
586	2014-08-18	1.198
587	2014-08-19	1.199
588	2014-08-20	1.199
589	2014-08-21	1.199
590	2014-08-22	1.201
591	2014-08-25	1.202
592	2014-08-26	1.202
593	2014-08-27	1.203
594	2014-08-28	1.203
595	2014-08-29	1.204
596	2014-09-01	1.206
597	2014-09-02	1.208
598	2014-09-03	1.209
599	2014-09-04	1.21
600	2014-09-05	1.211
601	2014-09-09	1.21
602	2014-09-10	1.21
603	2014-09-11	1.21
604	2014-09-12	1.211
605	2014-09-15	1.212
606	2014-09-16	1.209
607	2014-09-17	1.211
608	2014-09-18	1.213
609	2014-09-19	1.215
610	2014-09-22	1.213
611	2014-09-23	1.215
612	2014-09-24	1.217
613	2014-09-25	1.217
614	2014-09-26	1.218
615	2014-09-29	1.219
616	2014-09-30	1.22
617	2014-10-08	1.221
618	2014-10-09	1.222
619	2014-10-10	1.222
620	2014-10-13	1.222
621	2014-10-14	1.217
622	2014-10-15	1.228
623	2014-10-16	1.229
624	2014-10-17	1.233
625	2014-10-20	1.236
626	2014-10-21	1.238
627	2014-10-22	1.238
628	2014-10-23	1.239
629	2014-10-24	1.239
630	2014-10-27	1.239
631	2014-10-28	1.243
632	2014-10-29	1.248
633	2014-10-30	1.253
634	2014-10-31	1.257
635	2014-11-03	1.26
636	2014-11-04	1.263
637	2014-11-05	1.264
638	2014-11-06	1.267
639	2014-11-07	1.269
640	2014-11-10	1.275
641	2014-11-11	1.276
642	2014-11-12	1.277
643	2014-11-13	1.275
644	2014-11-14	1.272
645	2014-11-17	1.272
646	2014-11-18	1.269
647	2014-11-19	1.268
648	2014-11-20	1.268
649	2014-11-21	1.268
650	2014-11-24	1.274
651	2014-11-25	1.275
652	2014-11-26	1.277
653	2014-11-27	1.278
654	2014-11-28	1.282
655	2014-12-01	1.281
656	2014-12-02	1.288
657	2014-12-03	1.285
658	2014-12-04	1.289
659	2014-12-05	1.284
660	2014-12-08	1.287
661	2014-12-09	1.258
662	2014-12-10	1.265
663	2014-12-11	1.265
664	2014-12-12	1.264
665	2014-12-15	1.264
666	2014-12-16	1.267
667	2014-12-17	1.26
668	2014-12-18	1.258
669	2014-12-19	1.259
670	2014-12-22	1.272
671	2014-12-23	1.273
672	2014-12-24	1.273
673	2014-12-25	1.278
674	2014-12-26	1.283
675	2014-12-29	1.283
676	2014-12-30	1.285
677	2014-12-31	1.29
678	2015-01-05	1.296
679	2015-01-06	1.297
680	2015-01-07	1.298
681	2015-01-08	1.294
682	2015-01-09	1.298
683	2015-01-12	1.296
684	2015-01-13	1.3
685	2015-01-14	1.3
686	2015-01-15	1.305
687	2015-01-16	1.308
688	2015-01-19	1.298
689	2015-01-20	1.301
690	2015-01-21	1.308
691	2015-01-22	1.315
692	2015-01-23	1.316
693	2015-01-26	1.313
694	2015-01-27	1.31
695	2015-01-28	1.309
696	2015-01-29	1.308
697	2015-01-30	1.308
698	2015-02-02	1.304
699	2015-02-03	1.306
700	2015-02-04	1.305
701	2015-02-05	1.307
702	2015-02-06	1.307
703	2015-02-09	1.308
704	2015-02-10	1.309
705	2015-02-11	1.31
706	2015-02-12	1.311
707	2015-02-13	1.314
708	2015-02-16	1.318
709	2015-02-17	1.319
710	2015-02-25	1.32
711	2015-02-26	1.32
712	2015-02-27	1.32
713	2015-03-02	1.321
714	2015-03-03	1.319
715	2015-03-04	1.319
716	2015-03-05	1.318
717	2015-03-06	1.318
718	2015-03-09	1.319
719	2015-03-10	1.318
720	2015-03-11	1.319
721	2015-03-12	1.321
722	2015-03-13	1.321
723	2015-03-16	1.323
724	2015-03-17	1.323
725	2015-03-18	1.323
726	2015-03-19	1.323
727	2015-03-20	1.324
728	2015-03-23	1.327
729	2015-03-24	1.327
730	2015-03-25	1.325
731	2015-03-26	1.324
732	2015-03-27	1.325
733	2015-03-30	1.324
734	2015-03-31	1.322
735	2015-04-01	1.324
736	2015-04-02	1.325
737	2015-04-03	1.325
738	2015-04-07	1.326
739	2015-04-08	1.325
740	2015-04-09	1.325
741	2015-04-10	1.326
742	2015-04-13	1.327
743	2015-04-14	1.327
744	2015-04-15	1.328
745	2015-04-16	1.33
746	2015-04-17	1.332
747	2015-04-20	1.335
748	2015-04-21	1.338
749	2015-04-22	1.339
750	2015-04-23	1.339
751	2015-04-24	1.338
752	2015-04-27	1.339
753	2015-04-28	1.341
754	2015-04-29	1.342
755	2015-04-30	1.342
756	2015-05-04	1.343
757	2015-05-05	1.341
758	2015-05-06	1.341
759	2015-05-07	1.342
760	2015-05-08	1.343
761	2015-05-11	1.345
762	2015-05-12	1.347
763	2015-05-13	1.348
764	2015-05-14	1.351
765	2015-05-15	1.352
766	2015-05-18	1.353
767	2015-05-19	1.353
768	2015-05-20	1.353
769	2015-05-21	1.355
770	2015-05-22	1.356
771	2015-05-25	1.358
772	2015-05-26	1.358
773	2015-05-27	1.357
774	2015-05-28	1.352
775	2015-05-29	1.351
776	2015-06-01	1.354
777	2015-06-02	1.355
778	2015-06-03	1.355
779	2015-06-04	1.355
780	2015-06-05	1.354
781	2015-06-08	1.357
782	2015-06-09	1.355
783	2015-06-10	1.354
784	2015-06-11	1.352
785	2015-06-12	1.353
786	2015-06-15	1.35
787	2015-06-16	1.348
788	2015-06-17	1.348
789	2015-06-18	1.346
790	2015-06-19	1.345
791	2015-06-23	1.346
792	2015-06-24	1.347
793	2015-06-25	1.347
794	2015-06-26	1.345
795	2015-06-29	1.346
796	2015-06-30	1.345
797	2015-07-01	1.345
798	2015-07-02	1.345
799	2015-07-03	1.345
800	2015-07-06	1.347
801	2015-07-07	1.349
802	2015-07-08	1.346
803	2015-07-09	1.344
804	2015-07-10	1.344
805	2015-07-13	1.344
806	2015-07-14	1.345
807	2015-07-15	1.344
808	2015-07-16	1.344
809	2015-07-17	1.345
810	2015-07-20	1.346
811	2015-07-21	1.348
812	2015-07-22	1.349
813	2015-07-23	1.35
814	2015-07-24	1.352
815	2015-07-27	1.353
816	2015-07-28	1.354
817	2015-07-29	1.355
818	2015-07-30	1.356
819	2015-07-31	1.356
820	2015-08-03	1.358
