date	value_zq	value_hs300	value
2020-09-15	1.746	1.8829	4.5327
2020-09-16	1.746	1.8761	4.46
2020-09-17	1.746	1.8705	4.3734
2020-09-18	1.746	1.8961	4.4446
2020-09-21	1.747	1.8848	4.384
2020-09-22	1.747	1.8711	4.3504
2020-09-23	1.747	1.8752	4.3609
2020-09-24	1.747	1.8534	4.2881
2020-09-25	1.747	1.855	4.3052
2020-09-28	1.747	1.8584	4.3167
2020-09-29	1.747	1.8607	4.3466
2020-09-30	1.747	1.8596	4.3605
2020-10-09	1.748	1.8827	4.4466
2020-10-12	1.748	1.9177	4.6311
2020-10-13	1.748	1.9218	4.6773
2020-10-14	1.748	1.9143	4.64
2020-10-15	1.749	1.914	4.5993
2020-10-16	1.75	1.9118	4.5624
2020-10-19	1.75	1.9025	4.496
2020-10-20	1.751	1.9122	4.5993
2020-10-21	1.752	1.9121	4.5915
2020-10-22	1.752	1.9084	4.5933
2020-10-23	1.753	1.8939	4.4775
2020-10-26	1.753	1.8872	4.4465
2020-10-27	1.755	1.8891	4.4784
2020-10-28	1.755	1.8985	4.5683
2020-10-29	1.755	1.9074	4.6662
2020-10-30	1.756	1.8883	4.5186
2020-11-02	1.756	1.895	4.5258
2020-11-03	1.756	1.9091	4.5757
2020-11-04	1.757	1.9181	4.5877
2020-11-05	1.758	1.9359	4.6652
2020-11-06	1.758	1.9362	4.6159
2020-11-09	1.758	1.9598	4.7033
2020-11-10	1.758	1.9529	4.7228
2020-11-11	1.758	1.9407	4.6934
2020-11-12	1.757	1.9421	4.6871
2020-11-13	1.755	1.9293	4.6096
2020-11-16	1.754	1.941	4.7127
2020-11-17	1.752	1.9386	4.6553
2020-11-18	1.751	1.938	4.6247
2020-11-19	1.749	1.9469	4.6817
2020-11-20	1.748	1.9505	4.7134
2020-11-23	1.748	1.9658	4.7478
2020-11-24	1.748	1.9583	4.7342
2020-11-25	1.748	1.9426	4.6105
2020-11-26	1.749	1.9447	4.6239
2020-11-27	1.75	1.9595	4.6671
2020-11-30	1.752	1.9543	4.5754
2020-12-01	1.752	1.9796	4.6501
2020-12-02	1.753	1.9795	4.6648
2020-12-03	1.753	1.9771	4.712
2020-12-04	1.754	1.9794	4.8128
2020-12-07	1.754	1.9689	4.8477
2020-12-08	1.754	1.9661	4.8768
2020-12-09	1.755	1.9497	4.8235
2020-12-10	1.755	1.9491	4.8267
2020-12-11	1.755	1.9362	4.7851
2020-12-14	1.756	1.9466	4.9059
2020-12-15	1.756	1.9492	4.8901
2020-12-16	1.756	1.9513	4.9404
2020-12-17	1.757	1.9669	4.9985
2020-12-18	1.757	1.9626	4.9444
2020-12-21	1.758	1.9742	5.0105
2020-12-22	1.759	1.9543	4.9954
2020-12-23	1.76	1.9647	5.0123
2020-12-24	1.761	1.9629	4.9585
2020-12-25	1.761	1.9732	4.9744
2020-12-28	1.762	1.9786	5.1042
2020-12-29	1.763	1.9733	5.0451
2020-12-30	1.763	1.9908	5.145
2020-12-31	1.764	2.0148	5.2155
2021-01-04	1.765	2.0285	5.4211
2021-01-05	1.765	2.0532	5.6963
2021-01-06	1.766	2.0653	5.7415
2021-01-07	1.768	2.0889	5.8161
2021-01-08	1.769	2.0845	5.6552
2021-01-11	1.77	2.071	5.4705
2021-01-12	1.77	2.1091	5.5924
2021-01-13	1.771	2.1045	5.5292
2021-01-14	1.772	2.0787	5.388
2021-01-15	1.772	2.076	5.2813
2021-01-18	1.773	2.0893	5.2709
2021-01-19	1.772	2.0713	5.1652
2021-01-20	1.773	2.0801	5.1995
2021-01-21	1.773	2.0999	5.3144
2021-01-22	1.774	2.1012	5.3086
2021-01-25	1.774	2.1137	5.5091
2021-01-26	1.774	2.0884	5.4636
2021-01-27	1.773	2.0917	5.4167
2021-01-28	1.772	2.058	5.3166
2021-01-29	1.772	2.0523	5.3079
2021-02-01	1.772	2.067	5.3249
2021-02-02	1.773	2.0855	5.4884
2021-02-03	1.773	2.0823	5.5203
2021-02-04	1.773	2.0797	5.5355
2021-02-05	1.773	2.0816	5.5865
2021-02-08	1.773	2.0994	5.6976
2021-02-09	1.773	2.1266	5.8356
2021-02-10	1.774	2.1533	6.0371
2021-02-18	1.775	2.1446	5.854
2021-02-19	1.775	2.1468	5.9462
2021-02-22	1.776	2.1059	5.668
2021-02-23	1.776	2.1017	5.6115
2021-02-24	1.777	2.0701	5.4072
2021-02-25	1.777	2.077	5.3516
2021-02-26	1.778	2.0475	5.2052
2021-03-01	1.778	2.0657	5.2645
2021-03-02	1.779	2.0504	5.1566
2021-03-03	1.779	2.0729	5.2258
2021-03-04	1.78	2.0348	5.0006
2021-03-05	1.78	2.0307	4.9995
2021-03-08	1.781	1.9901	4.7378
2021-03-09	1.781	1.966	4.6
2021-03-10	1.782	1.9734	4.6727
2021-03-11	1.782	2.0011	4.8022
2021-03-12	1.783	2.0053	4.7977
2021-03-15	1.783	1.9804	4.6202
2021-03-16	1.784	1.99	4.6983
2021-03-17	1.784	1.9949	4.7833
2021-03-18	1.784	2.004	4.8713
2021-03-19	1.785	1.9742	4.7383
