2017年5月14日	3,403.85	3,391.59	3,433.97	3,373.55	445.19K	0.55%
2017年5月7日	3,385.38	3,369.11	3,387.27	3,312.89	495.24K	0.08%
2017年4月30日	3,382.55	3,427.92	3,436.31	3,366.56	397.84K	-1.66%
2017年4月23日	3,439.75	3,458.23	3,466.57	3,399.54	545.60K	-0.78%
2017年4月16日	3,466.79	3,475.74	3,489.08	3,418.51	568.05K	-0.57%
2017年4月9日	3,486.50	3,519.46	3,523.10	3,466.14	755.11K	-0.88%
2017年4月2日	3,517.46	3,476.42	3,526.82	3,475.15	420.46K	1.78%
2017年3月26日	3,456.05	3,488.76	3,505.98	3,422.37	504.02K	-0.96%
2017年3月19日	3,489.60	3,449.05	3,499.32	3,429.83	501.34K	1.27%
2017年3月12日	3,445.81	3,425.67	3,492.13	3,412.69	457.96K	0.52%
2017年3月5日	3,427.89	3,427.25	3,457.04	3,414.68	397.58K	0.00%
2017年2月26日	3,427.86	3,471.13	3,472.84	3,412.83	448.04K	-1.32%
2017年2月19日	3,473.85	3,421.64	3,492.96	3,421.64	545.36K	1.53%
2017年2月12日	3,421.44	3,416.92	3,457.56	3,416.87	565.47K	0.23%
2017年2月5日	3,413.49	3,368.11	3,422.33	3,347.43	429.01K	1.46%
2017年1月29日	3,364.49	3,390.93	3,392.48	3,362.57	55.19K	-0.69%
2017年1月22日	3,387.96	3,359.05	3,395.88	3,355.85	265.45K	0.99%
2017年1月15日	3,354.89	3,314.15	3,358.41	3,264.21	429.32K	1.05%
2017年1月8日	3,319.91	3,345.75	3,370.51	3,309.37	424.02K	-0.83%
2017年1月1日	3,347.67	3,313.95	3,373.41	3,313.95	352.41K	1.14%
2016年12月25日	3,310.08	3,293.22	3,330.23	3,267.05	376.11K	0.07%
2016年12月18日	3,307.60	3,342.34	3,344.86	3,289.27	467.19K	-1.15%
2016年12月11日	3,346.03	3,489.27	3,495.80	3,327.14	638.32K	-4.23%
2016年12月4日	3,493.70	3,473.69	3,507.93	3,445.76	678.41K	-1.00%
2016年11月27日	3,528.95	3,538.68	3,583.72	3,516.79	999.38K	0.22%
2016年11月20日	3,521.30	3,412.65	3,521.30	3,412.08	776.72K	3.04%
2016年11月13日	3,417.46	3,409.22	3,452.62	3,408.14	715.14K	0.01%
2016年11月6日	3,417.22	3,353.44	3,422.67	3,322.08	675.62K	1.88%
2016年10月30日	3,354.17	3,332.41	3,379.99	3,317.33	467.78K	0.42%
2016年10月23日	3,340.13	3,332.51	3,382.83	3,330.97	532.99K	0.37%
2016年10月16日	3,327.74	3,305.96	3,341.56	3,271.54	479.17K	0.66%
2016年10月9日	3,305.85	3,265.36	3,308.00	3,258.96	400.44K	1.62%
2016年9月25日	3,253.28	3,267.69	3,267.69	3,214.44	274.07K	-0.68%
2016年9月18日	3,275.67	3,242.74	3,303.20	3,242.74	304.51K	1.14%
2016年9月11日	3,238.73	3,271.87	3,276.72	3,231.34	260.53K	-2.39%
2016年9月4日	3,318.04	3,321.01	3,357.36	3,300.13	434.09K	0.12%
2016年8月28日	3,314.11	3,306.57	3,333.97	3,295.76	400.07K	0.21%
2016年8月21日	3,307.09	3,364.68	3,372.83	3,279.81	464.19K	-1.72%
2016年8月14日	3,365.02	3,303.47	3,418.69	3,302.38	818.12K	2.15%
2016年8月7日	3,294.23	3,199.57	3,294.23	3,187.25	485.47K	2.78%
2016年7月31日	3,205.11	3,196.43	3,224.87	3,156.75	372.74K	0.04%
2016年7月24日	3,203.93	3,220.17	3,276.51	3,157.41	512.27K	-0.66%
2016年7月17日	3,225.16	3,269.71	3,281.64	3,220.89	443.94K	-1.56%
2016年7月10日	3,276.28	3,199.04	3,300.99	3,197.63	696.45K	2.63%
2016年7月3日	3,192.28	3,136.39	3,220.54	3,134.02	596.77K	1.21%
2016年6月26日	3,154.20	3,065.13	3,170.26	3,064.97	430.46K	2.50%
2016年6月19日	3,077.16	3,114.91	3,155.49	3,033.97	390.58K	-1.07%
2016年6月12日	3,110.36	3,134.05	3,145.61	3,042.23	415.03K	-1.70%
2016年6月5日	3,163.99	3,192.78	3,197.22	3,148.35	221.91K	-0.79%
2016年5月29日	3,189.33	3,056.31	3,201.75	3,037.66	502.61K	4.14%
